Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		41	Language Guided Exploration for RL Agents in Text Environments	['Hitesh Golchha', 'Sahil Yerawar', 'Dhruvesh Patel', 'Soham Dan', 'Keerthiram Murugesan']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		64	Automatic Pair Construction for Contrastive Post-training	['Canwen Xu', 'Corby Rosset', 'Ethan C. Chau', 'Luciano Del Corro', 'Shweti Mahajan', 'Julian McAuley', 'Jennifer Neville', 'Ahmed Hassan Awadallah', 'Nikhil Rao']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		84	LETI: Learning to Generate from Textual Interactions	['Xingyao Wang', 'Hao Peng', 'Reyhaneh Jabbarvand', 'Heng Ji']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Extraction		86	Bilateral Masking with prompt for Knowledge Graph Completion	['yonghui kong', 'Cunhang Fan', 'Yujie Chen', 'Shuai Zhang', 'Zhao Lv', 'Jianhua Tao']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		111	Incorporating Exponential Smoothing into MLP: a Simple but Effective Sequence Model	['JiqunChu', 'Zuoquan Lin']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Generation		119	VOLTA: Improving Generative Diversity by Variational Mutual Information Maximizing Autoencoder	['Yueen Ma', 'DaFeng Chi', 'Jingjing Li', 'Kai Song', 'Yuzheng Zhuang', 'Irwin King']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Extraction		124	Leveraging Contextual Information for Effective Entity Salience Detection	['Rajarshi Bhowmik', 'Marco Ponza', 'Atharva Tendle', 'Anant Gupta', 'Rebecca Jiang', 'Xingyu Lu', 'Qian Zhao', 'Daniel Preotiuc-Pietro']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Semantics: Sentence-level Semantics, Textual Inference and Other areas		145	Graph-Induced Syntactic-Semantic Spaces in Transformer-Based Variational AutoEncoders	['Yingji Zhang', 'Marco Valentino', 'Danilo Carvalho', 'Ian Pratt-Hartmann', 'Andre Freitas']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		157	REQUAL-LM: Reliability and Equity through Aggregation in Large Language Models	['Sana Ebrahimi', 'Nima Shahbazi', 'Abolfazl Asudeh']			Session I - 06/19 - 09-10:30			Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		175	Addressing Both Statistical and Causal Gender Fairness in NLP Models	['Hannah Chen', 'Yangfeng Ji', 'David Evans']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		178	A Robust Semantics-based Watermark for Large Language Model against Paraphrasing	['Jie Ren', 'Han Xu', 'Yiding Liu', 'Yingqian Cui', 'Shuaiqiang Wang', 'Dawei Yin', 'Jiliang Tang']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Dialogue and Interactive Systems		213	LEEETs-Dial: Linguistic Entrainment in End-to-End Task-oriented Dialogue systems	['Nalin Kumar', 'Ondrej Dusek']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		229	GEE! Grammar Error Explanation with Large Language Models	['Yixiao Song', 'Kalpesh Krishna', 'Rajesh Bhatt', 'Kevin Gimpel', 'Mohit Iyyer']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Generation		277	GraSAME: Injecting Token-Level Structural Information to Pretrained Language Models via Graph-guided Self-Attention Mechanism	['Shuzhou Yuan', 'Michael Färber']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Retrieval and Text Mining		300	Planning and Editing What You Retrieve for Enhanced Tool Learning	['Tenghao Huang', 'Dongwon Jung', 'Vaibhav Kumar', 'Mohammad Kachuee', 'Xiang Li', 'Puyang Xu', 'Muhao Chen']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Semantics: Sentence-level Semantics, Textual Inference and Other areas		309	REMATCH: Robust and Efficient Matching of Local Knowledge Graphs to Improve Structural and Semantic Similarity	['Zoher Kachwala', 'Jisun An', 'Haewoon Kwak', 'Filippo Menczer']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		313	Modeling the Sacred: Considerations when Using Religious Texts in Natural Language Processing	['Ben Hutchinson']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Generation		327	Testing the Effect of Code Documentation on Large Language Model Code Understanding	['William Macke', 'Michael Dean Doyle']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		334	SELF-EXPERTISE: Knowledge-based Instruction Dataset Augmentation for a Legal Expert Language Model	['Minju Kim', 'Haein Jung', 'Myoung-Wan Koo']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		362	Deja vu: Contrastive Historical Modeling with Prefix-tuning for Temporal Knowledge Graph Reasoning	['Miao Peng', 'Ben Liu', 'Wenjie Xu', 'Zihao Jiang', 'Jiahui Zhu', 'Min Peng']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		368	Low-Rank Adaptation for Multilingual Summarization: An Empirical Study	['Chenxi Whitehouse', 'Fantine Huot', 'Jasmijn Bastings', 'Mostafa Dehghani', 'Chu-Cheng Lin', 'Mirella Lapata']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Dialogue and Interactive Systems		379	Context Does Matter: Implications for Crowdsourced Evaluation Labels in Task-Oriented Dialogue Systems	['Clemencia Siro', 'Mohammad Aliannejadi', 'Maarten de Rijke']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		433	Adapting Fake News Detection to the Era of Large Language Models	['Jinyan Su', 'Claire Cardie', 'Preslav Nakov']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		441	FedLFC: Towards Efficient Federated Multilingual Modeling with LoRA-based Language Family Clustering	['Zhihan Guo', 'Yifei Zhang', 'Zhuo Zhang', 'Zenglin Xu', 'Irwin King']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		462	Discovering and Mitigating Indirect Bias in Attention-Based Model Explanations	['Farsheed Haque', 'Depeng Xu', 'Shuhan Yuan']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Generation		466	Think While You Write: Hypothesis Verification Promotes Faithful Knowledge-to-Text Generation	['Yifu QIU', 'Varun R. Embar', 'Shay B Cohen', 'Benjamin Han']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Retrieval and Text Mining		467	It's All Relative! -- A Synthetic Query Generation Approach for Improving Zero-Shot Relevance Prediction	['Aditi Chaudhary', 'Karthik Raman', 'Michael Bendersky']						I6	 																																																						
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		468	RS-DPO: A Hybrid Rejection Sampling and Direct Preference Optimization Method for Alignment of Large Language Models	['Saeed Khaki', 'JinJin Li', 'Lan Ma', 'Liu Yang', 'Prathap Ramachandra']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		477	Tokenization Matters: Navigating Data-Scarce Tokenization for Gender Inclusive Language Technologies	['Anaelia Ovalle', 'Ninareh Mehrabi', 'Palash Goyal', 'Jwala Dhamala', 'Kai-Wei Chang', 'Richard Zemel', 'Aram Galstyan', 'Yuval Pinter', 'Rahul Gupta']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Efficient/Low-Resource Methods for NLP		479	More Samples or More Prompts? Exploring Effective Few-Shot In-Context Learning for LLMs with In-Context Sampling	['Bingsheng Yao', 'Guiming Hardy Chen', 'Ruishi Zou', 'Yuxuan Lu', 'Jiachen Li', 'Shao Zhang', 'Yisi Sang', 'Sijia Liu', 'James Hendler', 'Dakuo Wang']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Dialogue and Interactive Systems		489	Adversarial DPO: Harnessing Harmful Data for Reducing Toxicity with Minimal Impact on Coherence and Evasiveness in Dialogue Agents	['San Kim', 'Gary Lee']						Posters I6		VGT - TBD	Session I - 06/19 - 09-10:30																																																				
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Semantics: Sentence-level Semantics, Textual Inference and Other areas		499	Connecting the Dots: Inferring Patent Phrase Similarity with Retrieved Phrase Graphs	['Zhuoyi PENG', 'Yi Yang']						GT 20:00 - 22:00	Virtual was Poster I6	Session I - 06/19 - 09-10:30	VGT 2 = 6/13 20:00 - 22:00	Underline to Update																																																			
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Generation		500	Self-Regulated Sample Diversity in Large Language Models	['Mingyue Liu', 'Jonathan Frawley', 'Sarah Wyer', 'Hubert P. H. Shum', 'Sara L. Uckelman', 'Sue Black', 'Chris G. Willcocks']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		519	Applications of BERT Models Towards Automation of Clinical Coding in Icelandic	['Haraldur Orri Hauksson', 'Hafsteinn Einarsson']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		549	Ethos: Rectifying Language Models in Orthogonal Parameter Space	['Lei Gao', 'Yue Niu', 'Tingting Tang', 'Salman Avestimehr', 'Murali Annavaram']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Ethics, Bias, and Fairness		576	Rethinking Machine Ethics -- Can LLMs Perform Moral Reasoning through the Lens of Moral Theories?	['Jingyan Zhou', 'Minda Hu', 'Junan Li', 'Xiaoying Zhang', 'Xixin Wu', 'Irwin King', 'Helen M. Meng']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		619	Towards an On-device Agent for Text Rewriting	['Yun Zhu', 'Yinxiao Liu', 'Felix Stahlberg', 'Shankar Kumar', 'Yu-Hui Chen', 'Liangchen Luo', 'Lei Shu', 'Renjie Liu', 'Jindong Chen', 'Lei Meng']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Information Extraction		626	Best of Both Worlds: A Pliable and Generalizable Neuro-Symbolic Approach for Relation Classification	['Robert Vacareanu', 'Fahmida Alam', 'Md Asiful Islam', 'Haris Riaz', 'Mihai Surdeanu']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	NLP Applications		699	Tram: A Token-level Retrieval-augmented Mechanism for Source Code Summarization	['Tong Ye', 'Lingfei Wu', 'Tengfei Ma', 'Xuhong Zhang', 'Yangkai Du', 'Peiyu Liu', 'Shouling Ji', 'Wenhai Wang']						Posters I6																																																							
Session I	2024-06-19	09-10:30	In-Person S6: Findings		Accept to Findings	Dialogue and Interactive Systems		701	UNO-DST: Leveraging Unlabelled Data in Zero-Shot Dialogue State Tracking	['Chuang Li', 'Yan Zhang', 'Min-Yen Kan', 'Haizhou Li']						Posters I6																																																							
